Title,Console,Genre,Publisher,Developer,Critic_score,Total Global sales,release_date,last_update,Region,Sales
LEGO The Hobbit,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,7,250000,08-04-2014 00:00,15-03-2018 00:00,European & African sales,130000
LEGO The Hobbit,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,7,250000,08-04-2014 00:00,15-03-2018 00:00,Rest of world sales,20000
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,630000,15-06-2018 00:00,06-11-2018 00:00,North American sales,350000
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,630000,15-06-2018 00:00,06-11-2018 00:00,Japanese sales,10000
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,630000,15-06-2018 00:00,06-11-2018 00:00,European & African sales,210000
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,630000,15-06-2018 00:00,06-11-2018 00:00,Rest of world sales,60000
LEGO The Incredibles,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,530000,15-06-2018 00:00,06-11-2018 00:00,North American sales,180000
LEGO The Incredibles,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,530000,15-06-2018 00:00,06-11-2018 00:00,European & African sales,270000
LEGO The Incredibles,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,6.5,530000,15-06-2018 00:00,06-11-2018 00:00,Rest of world sales,90000
LEGO The Lord of the Rings,X360,Misc,Warner Bros. Interactive Entertainment,Unknown,,1240000,13-11-2012 00:00,,North American sales,640000
LEGO The Lord of the Rings,X360,Misc,Warner Bros. Interactive Entertainment,Unknown,,1240000,13-11-2012 00:00,,European & African sales,500000
LEGO The Lord of the Rings,X360,Misc,Warner Bros. Interactive Entertainment,Unknown,,1240000,13-11-2012 00:00,,Rest of world sales,100000
LEGO The Lord of the Rings,PS3,Misc,Warner Bros. Interactive Entertainment,Unknown,,1060000,13-11-2012 00:00,,North American sales,370000
LEGO The Lord of the Rings,PS3,Misc,Warner Bros. Interactive Entertainment,Unknown,,1060000,13-11-2012 00:00,,European & African sales,520000
LEGO The Lord of the Rings,PS3,Misc,Warner Bros. Interactive Entertainment,Unknown,,1060000,13-11-2012 00:00,,Rest of world sales,160000
LEGO Worlds,PS4,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,,1140000,07-03-2017 00:00,,North American sales,210000
LEGO Worlds,PS4,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,,1140000,07-03-2017 00:00,,Japanese sales,40000
LEGO Worlds,PS4,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,,1140000,07-03-2017 00:00,,European & African sales,720000
LEGO Worlds,PS4,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,,1140000,07-03-2017 00:00,,Rest of world sales,170000
LEGO Worlds,NS,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,5,580000,05-09-2017 00:00,25-02-2018 00:00,North American sales,210000
LEGO Worlds,NS,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,5,580000,05-09-2017 00:00,25-02-2018 00:00,European & African sales,330000
LEGO Worlds,NS,Misc,Warner Bros. Interactive Entertainment,Traveller's Tales,5,580000,05-09-2017 00:00,25-02-2018 00:00,Rest of world sales,40000
Lemmings,PSP,Puzzle,Sony Computer Interactive Entertainment,Team17 Software,7.3,860000,23-05-2006 00:00,,North American sales,120000
Lemmings,PSP,Puzzle,Sony Computer Interactive Entertainment,Team17 Software,7.3,860000,23-05-2006 00:00,,European & African sales,520000
Lemmings,PSP,Puzzle,Sony Computer Interactive Entertainment,Team17 Software,7.3,860000,23-05-2006 00:00,,Rest of world sales,230000
Lemmings 3D ,PS,Puzzle,Psygnosis,Clockwork Games,7,60000,01-11-1995 00:00,,North American sales,30000
Lemmings 3D ,PS,Puzzle,Psygnosis,Clockwork Games,7,60000,01-11-1995 00:00,,European & African sales,20000
Let's TAP,Wii,Misc,Sega,PROPE,7,170000,16-06-2009 00:00,,North American sales,80000
Let's TAP,Wii,Misc,Sega,PROPE,7,170000,16-06-2009 00:00,,Japanese sales,10000
Let's TAP,Wii,Misc,Sega,PROPE,7,170000,16-06-2009 00:00,,European & African sales,60000
Let's TAP,Wii,Misc,Sega,PROPE,7,170000,16-06-2009 00:00,,Rest of world sales,20000
Life Is Strange: Before the Storm,PS4,Adventure,Square EA Enix,Deck Nine,7.5,220000,06-03-2018 00:00,09-07-2018 00:00,North American sales,110000
Life Is Strange: Before the Storm,PS4,Adventure,Square EA Enix,Deck Nine,7.5,220000,06-03-2018 00:00,09-07-2018 00:00,Japanese sales,20000
Life Is Strange: Before the Storm,PS4,Adventure,Square EA Enix,Deck Nine,7.5,220000,06-03-2018 00:00,09-07-2018 00:00,European & African sales,60000
Life Is Strange: Before the Storm,PS4,Adventure,Square EA Enix,Deck Nine,7.5,220000,06-03-2018 00:00,09-07-2018 00:00,Rest of world sales,30000
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square EA Enix,Unknown,7.1,1090000,11-02-2014 00:00,,North American sales,310000
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square EA Enix,Unknown,7.1,1090000,11-02-2014 00:00,,Japanese sales,450000
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square EA Enix,Unknown,7.1,1090000,11-02-2014 00:00,,European & African sales,220000
Lightning Returns: Final Fantasy XIII,PS3,Misc,Square EA Enix,Unknown,7.1,1090000,11-02-2014 00:00,,Rest of world sales,110000
Lightning Returns: Final Fantasy XIII,X360,Misc,Square EA Enix,Unknown,6.4,270000,11-02-2014 00:00,,North American sales,150000
Lightning Returns: Final Fantasy XIII,X360,Misc,Square EA Enix,Unknown,6.4,270000,11-02-2014 00:00,,Japanese sales,10000
Lightning Returns: Final Fantasy XIII,X360,Misc,Square EA Enix,Unknown,6.4,270000,11-02-2014 00:00,,European & African sales,80000
Lightning Returns: Final Fantasy XIII,X360,Misc,Square EA Enix,Unknown,6.4,270000,11-02-2014 00:00,,Rest of world sales,20000
Line Rider 2: Unbound,DS,Puzzle,"Genius Products, Inc.",InXile Entertainment,5,80000,16-09-2008 00:00,,North American sales,70000
Line Rider 2: Unbound,DS,Puzzle,"Genius Products, Inc.",InXile Entertainment,5,80000,16-09-2008 00:00,,Rest of world sales,10000
Lionheart: Kings' Crusade,PC,Strategy,Paradox Interactive,Neocore Games,6.3,10000,08-10-2010 00:00,,European & African sales,10000
Lips,X360,Misc,Microsoft Game Studios,iNiS,7.1,770000,18-11-2008 00:00,,North American sales,120000
Lips,X360,Misc,Microsoft Game Studios,iNiS,7.1,770000,18-11-2008 00:00,,European & African sales,560000
Lips,X360,Misc,Microsoft Game Studios,iNiS,7.1,770000,18-11-2008 00:00,,Rest of world sales,100000
Little Dragons Café,NS,Simulation,Aksys Games,Aksys Games,7,130000,24-08-2018 00:00,26-09-2018 00:00,North American sales,90000
Little Dragons Café,NS,Simulation,Aksys Games,Aksys Games,7,130000,24-08-2018 00:00,26-09-2018 00:00,Japanese sales,20000
Little Dragons Café,NS,Simulation,Aksys Games,Aksys Games,7,130000,24-08-2018 00:00,26-09-2018 00:00,Rest of world sales,10000
LittleBigPlanet,PSP,Platform,Sony Computer Interactive Entertainment,SCEE Cambridge,8.8,2610000,17-11-2009 00:00,03-12-2018 00:00,North American sales,650000
LittleBigPlanet,PSP,Platform,Sony Computer Interactive Entertainment,SCEE Cambridge,8.8,2610000,17-11-2009 00:00,03-12-2018 00:00,Japanese sales,10000
LittleBigPlanet,PSP,Platform,Sony Computer Interactive Entertainment,SCEE Cambridge,8.8,2610000,17-11-2009 00:00,03-12-2018 00:00,European & African sales,1270000
LittleBigPlanet,PSP,Platform,Sony Computer Interactive Entertainment,SCEE Cambridge,8.8,2610000,17-11-2009 00:00,03-12-2018 00:00,Rest of world sales,680000
LittleBigPlanet 2,PS3,Platform,Sony Computer Interactive Entertainment,Media Molecule,9.1,3430000,18-01-2011 00:00,,North American sales,1830000
LittleBigPlanet 2,PS3,Platform,Sony Computer Interactive Entertainment,Media Molecule,9.1,3430000,18-01-2011 00:00,,Japanese sales,60000
LittleBigPlanet 2,PS3,Platform,Sony Computer Interactive Entertainment,Media Molecule,9.1,3430000,18-01-2011 00:00,,European & African sales,1070000
LittleBigPlanet 2,PS3,Platform,Sony Computer Interactive Entertainment,Media Molecule,9.1,3430000,18-01-2011 00:00,,Rest of world sales,470000
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Interactive Entertainment,Media Molecule,,1380000,25-09-2012 00:00,06-04-2018 00:00,North American sales,360000
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Interactive Entertainment,Media Molecule,,1380000,25-09-2012 00:00,06-04-2018 00:00,Japanese sales,20000
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Interactive Entertainment,Media Molecule,,1380000,25-09-2012 00:00,06-04-2018 00:00,European & African sales,690000
LittleBigPlanet PS Vita,PSV,Platform,Sony Computer Interactive Entertainment,Media Molecule,,1380000,25-09-2012 00:00,06-04-2018 00:00,Rest of world sales,310000
LMA Manager 2007,X360,Sports,Codemasters,Codemasters,6.2,10000,22-09-2006 00:00,,European & African sales,10000
LocoRoco,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.1,390000,05-09-2006 00:00,17-09-2018 00:00,North American sales,140000
LocoRoco,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.1,390000,05-09-2006 00:00,17-09-2018 00:00,Japanese sales,160000
LocoRoco,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.1,390000,05-09-2006 00:00,17-09-2018 00:00,European & African sales,50000
LocoRoco,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.1,390000,05-09-2006 00:00,17-09-2018 00:00,Rest of world sales,30000
LocoRoco 2,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.5,360000,10-02-2009 00:00,17-09-2018 00:00,North American sales,210000
LocoRoco 2,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.5,360000,10-02-2009 00:00,17-09-2018 00:00,Japanese sales,10000
LocoRoco 2,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.5,360000,10-02-2009 00:00,17-09-2018 00:00,European & African sales,90000
LocoRoco 2,PSP,Platform,Sony Computer Interactive Entertainment,SCE Japan Studio,8.5,360000,10-02-2009 00:00,17-09-2018 00:00,Rest of world sales,50000
Lode Runner,NES,Puzzle,Broderbund,Hudson Soft,,1100000,01-09-1987 00:00,,Japanese sales,1100000
Lode Runner 3-D,N64,Action,Infogrames,Big Bang,7,100000,01-01-1999 00:00,,North American sales,80000
Lode Runner 3-D,N64,Action,Infogrames,Big Bang,7,100000,01-01-1999 00:00,,European & African sales,20000
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,Sega Studios Australia,6.2,660000,26-06-2012 00:00,,North American sales,60000
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,Sega Studios Australia,6.2,660000,26-06-2012 00:00,,European & African sales,490000
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,Sega Studios Australia,6.2,660000,26-06-2012 00:00,,Rest of world sales,120000
London 2012: The Official Video Game of the Olympic Games,X360,Sports,Sega,Sega Studios Australia,5.5,570000,26-06-2012 00:00,,North American sales,70000
London 2012: The Official Video Game of the Olympic Games,X360,Sports,Sega,Sega Studios Australia,5.5,570000,26-06-2012 00:00,,European & African sales,440000
London 2012: The Official Video Game of the Olympic Games,X360,Sports,Sega,Sega Studios Australia,5.5,570000,26-06-2012 00:00,,Rest of world sales,60000
Looney Tunes: Duck Amuck,DS,Action,Warner Bros. Interactive Entertainment,WayForward Technologies,6.4,300000,09-10-2007 00:00,,North American sales,280000
Looney Tunes: Duck Amuck,DS,Action,Warner Bros. Interactive Entertainment,WayForward Technologies,6.4,300000,09-10-2007 00:00,,Rest of world sales,20000
Lord of Arcana,PSP,Role-Playing,Square EA Enix,Square Enix,4.7,340000,25-01-2011 00:00,,North American sales,80000
Lord of Arcana,PSP,Role-Playing,Square EA Enix,Square Enix,4.7,340000,25-01-2011 00:00,,Japanese sales,170000
Lord of Arcana,PSP,Role-Playing,Square EA Enix,Square Enix,4.7,340000,25-01-2011 00:00,,European & African sales,50000
Lord of Arcana,PSP,Role-Playing,Square EA Enix,Square Enix,4.7,340000,25-01-2011 00:00,,Rest of world sales,40000
Lord of Magna: Maiden Heaven,3DS,Role-Playing,Xseed Games,Marvelous,7,60000,02-06-2015 00:00,03-01-2019 00:00,Japanese sales,60000
Lord of the Rings: Tactics,PSP,Strategy,Electronic Arts,Amaze Entertainment,6.9,130000,08-11-2005 00:00,,North American sales,110000
Lord of the Rings: Tactics,PSP,Strategy,Electronic Arts,Amaze Entertainment,6.9,130000,08-11-2005 00:00,,European & African sales,20000
Lord of the Rings: Tactics,PSP,Strategy,Electronic Arts,Amaze Entertainment,6.9,130000,08-11-2005 00:00,,Rest of world sales,10000
Lost in Shadow,Wii,Platform,Hudson Soft Entertainment,Hudson Soft,6.7,120000,04-01-2011 00:00,,North American sales,90000
Lost in Shadow,Wii,Platform,Hudson Soft Entertainment,Hudson Soft,6.7,120000,04-01-2011 00:00,,Japanese sales,10000
Lost in Shadow,Wii,Platform,Hudson Soft Entertainment,Hudson Soft,6.7,120000,04-01-2011 00:00,,Rest of world sales,10000
Lost Kingdoms,GC,Role-Playing,Activision Value,From Software,7.3,170000,27-05-2002 00:00,,North American sales,100000
Lost Kingdoms,GC,Role-Playing,Activision Value,From Software,7.3,170000,27-05-2002 00:00,,Japanese sales,40000
Lost Kingdoms,GC,Role-Playing,Activision Value,From Software,7.3,170000,27-05-2002 00:00,,European & African sales,20000
Lost Kingdoms II,GC,Role-Playing,Activision Value,From Software,6.6,60000,21-05-2003 00:00,,North American sales,40000
Lost Kingdoms II,GC,Role-Playing,Activision Value,From Software,6.6,60000,21-05-2003 00:00,,European & African sales,10000
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,900000,12-02-2008 00:00,,North American sales,450000
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,900000,12-02-2008 00:00,,Japanese sales,110000
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,900000,12-02-2008 00:00,,European & African sales,260000
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,900000,12-02-2008 00:00,,Rest of world sales,80000
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,950000,11-05-2010 00:00,,North American sales,290000
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,950000,11-05-2010 00:00,,Japanese sales,200000
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,950000,11-05-2010 00:00,,European & African sales,340000
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,950000,11-05-2010 00:00,,Rest of world sales,120000
Lost Planet 2,X360,Shooter,Capcom,Capcom,6.5,760000,11-05-2010 00:00,,North American sales,380000
Lost Planet 2,X360,Shooter,Capcom,Capcom,6.5,760000,11-05-2010 00:00,,Japanese sales,80000
Lost Planet 2,X360,Shooter,Capcom,Capcom,6.5,760000,11-05-2010 00:00,,European & African sales,240000
Lost Planet 2,X360,Shooter,Capcom,Capcom,6.5,760000,11-05-2010 00:00,,Rest of world sales,60000
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,6.3,640000,26-02-2008 00:00,,North American sales,310000
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,6.3,640000,26-02-2008 00:00,,Japanese sales,70000
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,6.3,640000,26-02-2008 00:00,,European & African sales,170000
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,Capcom,6.3,640000,26-02-2008 00:00,,Rest of world sales,80000
Lost Sphear,NS,Role-Playing,Square EA Enix,Tokyo RPG Factory,6.5,40000,23-01-2018 00:00,10-01-2018 00:00,Japanese sales,20000
Lost Sphear,NS,Role-Playing,Square EA Enix,Tokyo RPG Factory,6.5,40000,23-01-2018 00:00,10-01-2018 00:00,European & African sales,20000
Lost Sphear,PS4,Role-Playing,Square EA Enix,Tokyo RPG Factory,6,20000,23-01-2018 00:00,19-07-2018 00:00,Japanese sales,20000
Lufia: Curse of the Sinistrals,DS,Role-Playing,Natsume,Neverland Company,7.8,160000,12-10-2010 00:00,,North American sales,110000
Lufia: Curse of the Sinistrals,DS,Role-Playing,Natsume,Neverland Company,7.8,160000,12-10-2010 00:00,,Japanese sales,30000
Lufia: Curse of the Sinistrals,DS,Role-Playing,Natsume,Neverland Company,7.8,160000,12-10-2010 00:00,,Rest of world sales,10000
Luigi's Mansion,3DS,Adventure,Nintendo,GREZZO,7.3,470000,12-10-2018 00:00,03-08-2020 00:00,North American sales,190000
Luigi's Mansion,3DS,Adventure,Nintendo,GREZZO,7.3,470000,12-10-2018 00:00,03-08-2020 00:00,Japanese sales,90000
Luigi's Mansion,3DS,Adventure,Nintendo,GREZZO,7.3,470000,12-10-2018 00:00,03-08-2020 00:00,European & African sales,160000
Luigi's Mansion,3DS,Adventure,Nintendo,GREZZO,7.3,470000,12-10-2018 00:00,03-08-2020 00:00,Rest of world sales,30000
Lumines ll,PSP,Puzzle,Buena Vista,Q Entertainment,8,300000,06-11-2006 00:00,,North American sales,120000
Lumines ll,PSP,Puzzle,Buena Vista,Q Entertainment,8,300000,06-11-2006 00:00,,European & African sales,120000
Lumines ll,PSP,Puzzle,Buena Vista,Q Entertainment,8,300000,06-11-2006 00:00,,Rest of world sales,70000
Luminous Arc,DS,Role-Playing,Atlus,imageepoch Inc.,6.8,240000,14-08-2007 00:00,,North American sales,160000
Luminous Arc,DS,Role-Playing,Atlus,imageepoch Inc.,6.8,240000,14-08-2007 00:00,,Japanese sales,60000
Luminous Arc,DS,Role-Playing,Atlus,imageepoch Inc.,6.8,240000,14-08-2007 00:00,,Rest of world sales,10000
Luminous Arc 2,DS,Role-Playing,Atlus,imageepoch Inc.,7.5,220000,18-11-2008 00:00,,North American sales,200000
Luminous Arc 2,DS,Role-Playing,Atlus,imageepoch Inc.,7.5,220000,18-11-2008 00:00,,Rest of world sales,20000
Lunar 2: Eternal Blue Complete,PS,Role-Playing,Working Designs,Game Arts,8.1,350000,15-12-2000 00:00,,North American sales,190000
Lunar 2: Eternal Blue Complete,PS,Role-Playing,Working Designs,Game Arts,8.1,350000,15-12-2000 00:00,,European & African sales,130000
Lunar 2: Eternal Blue Complete,PS,Role-Playing,Working Designs,Game Arts,8.1,350000,15-12-2000 00:00,,Rest of world sales,20000
Lunar Knights,DS,Role-Playing,Konami Digital Entertainment,Kojima Productions,8.2,230000,06-02-2007 00:00,,North American sales,170000
Lunar Knights,DS,Role-Playing,Konami Digital Entertainment,Kojima Productions,8.2,230000,06-02-2007 00:00,,Japanese sales,40000
Lunar Knights,DS,Role-Playing,Konami Digital Entertainment,Kojima Productions,8.2,230000,06-02-2007 00:00,,European & African sales,10000
Lunar Knights,DS,Role-Playing,Konami Digital Entertainment,Kojima Productions,8.2,230000,06-02-2007 00:00,,Rest of world sales,10000
Lunar Legend,GBA,Role-Playing,Ubisoft,Magic Rings,7.7,190000,08-12-2002 00:00,,North American sales,140000
Lunar Legend,GBA,Role-Playing,Ubisoft,Magic Rings,7.7,190000,08-12-2002 00:00,,European & African sales,50000
Lunar: Dragon Song,DS,Role-Playing,Ubisoft,Game Arts / Japan Art Media (JAM),5.9,120000,27-09-2005 00:00,,North American sales,110000
Lunar: Dragon Song,DS,Role-Playing,Ubisoft,Game Arts / Japan Art Media (JAM),5.9,120000,27-09-2005 00:00,,Rest of world sales,10000
Lunar: Silver Star Harmony,PSP,Role-Playing,Xseed Games,Game Arts,7.9,240000,02-03-2010 00:00,,North American sales,190000
Lunar: Silver Star Harmony,PSP,Role-Playing,Xseed Games,Game Arts,7.9,240000,02-03-2010 00:00,,Japanese sales,30000
Lunar: Silver Star Harmony,PSP,Role-Playing,Xseed Games,Game Arts,7.9,240000,02-03-2010 00:00,,Rest of world sales,20000
Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,Game Arts,7.6,550000,28-05-1999 00:00,,North American sales,270000
Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,Game Arts,7.6,550000,28-05-1999 00:00,,Japanese sales,60000
Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,Game Arts,7.6,550000,28-05-1999 00:00,,European & African sales,180000
Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,Game Arts,7.6,550000,28-05-1999 00:00,,Rest of world sales,40000
Mace: The Dark Age,N64,Fighting,Midway Games,Atari,7.1,190000,01-10-1997 00:00,,North American sales,150000
Mace: The Dark Age,N64,Fighting,Midway Games,Atari,7.1,190000,01-10-1997 00:00,,European & African sales,40000
Mad Max (2013),PS4,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,1200000,01-09-2015 00:00,05-01-2018 00:00,North American sales,380000
Mad Max (2013),PS4,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,1200000,01-09-2015 00:00,05-01-2018 00:00,Japanese sales,50000
Mad Max (2013),PS4,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,1200000,01-09-2015 00:00,05-01-2018 00:00,European & African sales,590000
Mad Max (2013),PS4,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,1200000,01-09-2015 00:00,05-01-2018 00:00,Rest of world sales,190000
Madagascar,PS2,Platform,Activision Value,Toys for Bob,6.4,1310000,23-05-2005 00:00,,North American sales,780000
Madagascar,PS2,Platform,Activision Value,Toys for Bob,6.4,1310000,23-05-2005 00:00,,European & African sales,450000
Madagascar,PS2,Platform,Activision Value,Toys for Bob,6.4,1310000,23-05-2005 00:00,,Rest of world sales,70000
Madagascar,GC,Platform,Activision Value,Toys for Bob,6.8,660000,24-05-2005 00:00,,North American sales,520000
Madagascar,GC,Platform,Activision Value,Toys for Bob,6.8,660000,24-05-2005 00:00,,European & African sales,130000
Madagascar,GC,Platform,Activision Value,Toys for Bob,6.8,660000,24-05-2005 00:00,,Rest of world sales,20000
Madagascar,XB,Platform,Activision Value,Toys for Bob,6.8,280000,24-05-2005 00:00,,North American sales,210000
Madagascar,XB,Platform,Activision Value,Toys for Bob,6.8,280000,24-05-2005 00:00,,European & African sales,60000
Madagascar,XB,Platform,Activision Value,Toys for Bob,6.8,280000,24-05-2005 00:00,,Rest of world sales,10000
Madagascar,GBA,Platform,Activision Value,Vicarious Visions,5.5,890000,23-05-2005 00:00,,North American sales,620000
Madagascar,GBA,Platform,Activision Value,Vicarious Visions,5.5,890000,23-05-2005 00:00,,European & African sales,240000
Madagascar,GBA,Platform,Activision Value,Vicarious Visions,5.5,890000,23-05-2005 00:00,,Rest of world sales,30000
Madagascar,DS,Platform,Activision Value,Vicarious Visions,6.3,300000,23-05-2005 00:00,,North American sales,250000
Madagascar,DS,Platform,Activision Value,Vicarious Visions,6.3,300000,23-05-2005 00:00,,European & African sales,30000
Madagascar,DS,Platform,Activision Value,Vicarious Visions,6.3,300000,23-05-2005 00:00,,Rest of world sales,20000
Madden NFL 06,PS2,Sports,EA Sports,EA Tiburon,9.1,4910000,08-08-2005 00:00,,North American sales,3980000
Madden NFL 06,PS2,Sports,EA Sports,EA Tiburon,9.1,4910000,08-08-2005 00:00,,Japanese sales,10000
Madden NFL 06,PS2,Sports,EA Sports,EA Tiburon,9.1,4910000,08-08-2005 00:00,,European & African sales,260000
Madden NFL 06,PS2,Sports,EA Sports,EA Tiburon,9.1,4910000,08-08-2005 00:00,,Rest of world sales,660000
Madden NFL 06,XB,Sports,EA Sports,EA Tiburon,,1860000,08-08-2005 00:00,,North American sales,1750000
Madden NFL 06,XB,Sports,EA Sports,EA Tiburon,,1860000,08-08-2005 00:00,,European & African sales,30000
Madden NFL 06,XB,Sports,EA Sports,EA Tiburon,,1860000,08-08-2005 00:00,,Rest of world sales,80000
Madden NFL 06,PSP,Sports,EA Sports,EA Tiburon,7.9,750000,20-09-2005 00:00,,North American sales,690000
Madden NFL 06,PSP,Sports,EA Sports,EA Tiburon,7.9,750000,20-09-2005 00:00,,Rest of world sales,60000
Madden NFL 06,X360,Sports,EA Sports,EA Tiburon,7.7,590000,16-11-2005 00:00,,North American sales,540000
Madden NFL 06,X360,Sports,EA Sports,EA Tiburon,7.7,590000,16-11-2005 00:00,,Japanese sales,10000
Madden NFL 06,X360,Sports,EA Sports,EA Tiburon,7.7,590000,16-11-2005 00:00,,Rest of world sales,30000
Madden NFL 06,GC,Sports,EA Sports,EA Tiburon,8.7,570000,08-08-2005 00:00,,North American sales,440000
Madden NFL 06,GC,Sports,EA Sports,EA Tiburon,8.7,570000,08-08-2005 00:00,,European & African sales,110000
Madden NFL 06,GC,Sports,EA Sports,EA Tiburon,8.7,570000,08-08-2005 00:00,,Rest of world sales,20000
Madden NFL 07,XB,Sports,EA Sports,EA Tiburon,8.4,1020000,22-08-2006 00:00,,North American sales,970000
Madden NFL 07,XB,Sports,EA Sports,EA Tiburon,8.4,1020000,22-08-2006 00:00,,European & African sales,30000
Madden NFL 07,XB,Sports,EA Sports,EA Tiburon,8.4,1020000,22-08-2006 00:00,,Rest of world sales,30000
Madden NFL 07,PSP,Sports,EA Sports,EA Tiburon,8.3,830000,22-08-2006 00:00,,North American sales,770000
Madden NFL 07,PSP,Sports,EA Sports,EA Tiburon,8.3,830000,22-08-2006 00:00,,European & African sales,30000
Madden NFL 07,PSP,Sports,EA Sports,EA Tiburon,8.3,830000,22-08-2006 00:00,,Rest of world sales,40000
Madden NFL 07,GC,Sports,EA Sports,EA Tiburon,8.5,620000,22-08-2006 00:00,,North American sales,480000
Madden NFL 07,GC,Sports,EA Sports,EA Tiburon,8.5,620000,22-08-2006 00:00,,European & African sales,130000
Madden NFL 07,GC,Sports,EA Sports,EA Tiburon,8.5,620000,22-08-2006 00:00,,Rest of world sales,20000
Madden NFL 07,PS3,Sports,EA Sports,EA Tiburon,8,530000,14-11-2006 00:00,,North American sales,480000
Madden NFL 07,PS3,Sports,EA Sports,EA Tiburon,8,530000,14-11-2006 00:00,,Japanese sales,10000
Madden NFL 07,PS3,Sports,EA Sports,EA Tiburon,8,530000,14-11-2006 00:00,,Rest of world sales,40000
Madden NFL 07,DS,Sports,EA Sports,Exient Entertainment,6.9,210000,22-08-2006 00:00,,North American sales,200000
Madden NFL 07,DS,Sports,EA Sports,Exient Entertainment,6.9,210000,22-08-2006 00:00,,Rest of world sales,20000
Madden NFL 07,GBA,Sports,EA Sports,Exient Entertainment,7,30000,22-08-2006 00:00,,North American sales,20000
Madden NFL 07,GBA,Sports,EA Sports,Exient Entertainment,7,30000,22-08-2006 00:00,,European & African sales,10000
Madden NFL 07,Wii,Sports,EA Sports,HB Studios,8.2,500000,14-11-2006 00:00,,North American sales,460000
Madden NFL 07,Wii,Sports,EA Sports,HB Studios,8.2,500000,14-11-2006 00:00,,Rest of world sales,40000
Madden NFL 08,PS2,Sports,EA Sports,EA Tiburon,,2570000,14-08-2007 00:00,,North American sales,2140000
Madden NFL 08,PS2,Sports,EA Sports,EA Tiburon,,2570000,14-08-2007 00:00,,European & African sales,80000
Madden NFL 08,PS2,Sports,EA Sports,EA Tiburon,,2570000,14-08-2007 00:00,,Rest of world sales,350000
Madden NFL 08,X360,Sports,EA Sports,EA Tiburon,8.7,2370000,14-08-2007 00:00,,North American sales,2180000
