Title,Console,Genre,Publisher,Developer,Critic_score,Total Global sales,release_date,last_update,Region,Sales
Bloody Roar,PS,Fighting,Sony Computer Interactive Entertainment,Eighting / Raizing,8.6,390000,01-02-1998 00:00,,European & African sales,150000
Bloody Roar,PS,Fighting,Sony Computer Interactive Entertainment,Eighting / Raizing,8.6,390000,01-02-1998 00:00,,Rest of world sales,30000
Bloody Roar II,PS,Fighting,Sony Computer Interactive Entertainment,Eighting / Raizing,8.2,460000,30-04-1999 00:00,,North American sales,250000
Bloody Roar II,PS,Fighting,Sony Computer Interactive Entertainment,Eighting / Raizing,8.2,460000,30-04-1999 00:00,,European & African sales,170000
Bloody Roar II,PS,Fighting,Sony Computer Interactive Entertainment,Eighting / Raizing,8.2,460000,30-04-1999 00:00,,Rest of world sales,30000
Bloody Roar: Primal Fury,GC,Fighting,Activision Value,Eighting / Raizing,7.9,180000,18-03-2002 00:00,,North American sales,140000
Bloody Roar: Primal Fury,GC,Fighting,Activision Value,Eighting / Raizing,7.9,180000,18-03-2002 00:00,,European & African sales,40000
BlowOut,GC,Shooter,Majesco,Terminal Reality,6.5,10000,26-11-2003 00:00,,North American sales,10000
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,920000,28-08-2007 00:00,,North American sales,300000
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,920000,28-08-2007 00:00,,Japanese sales,210000
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,920000,28-08-2007 00:00,,European & African sales,330000
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,920000,28-08-2007 00:00,,Rest of world sales,80000
Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,210000,19-02-2009 00:00,,North American sales,120000
Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,210000,19-02-2009 00:00,,Japanese sales,50000
Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,210000,19-02-2009 00:00,,European & African sales,30000
Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,210000,19-02-2009 00:00,,Rest of world sales,10000
Blue Dragon: Awakened Shadow,DS,Role-Playing,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,100000,18-05-2010 00:00,,North American sales,60000
Blue Dragon: Awakened Shadow,DS,Role-Playing,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,100000,18-05-2010 00:00,,Japanese sales,30000
Blue Stinger,DC,Adventure,Activision Value,Climax Entertainment,6.7,100000,31-08-1999 00:00,,Japanese sales,100000
Blues Brothers 2000,N64,Platform,Titus,Player 1,4.9,50000,16-11-2000 00:00,,North American sales,40000
Blues Brothers 2000,N64,Platform,Titus,Player 1,4.9,50000,16-11-2000 00:00,,European & African sales,10000
Blur,PS3,Racing,Activision Value,Bizarre Creations,8.3,720000,25-05-2010 00:00,,North American sales,220000
Blur,PS3,Racing,Activision Value,Bizarre Creations,8.3,720000,25-05-2010 00:00,,Japanese sales,20000
Blur,PS3,Racing,Activision Value,Bizarre Creations,8.3,720000,25-05-2010 00:00,,European & African sales,370000
Blur,PS3,Racing,Activision Value,Bizarre Creations,8.3,720000,25-05-2010 00:00,,Rest of world sales,120000
Blur,X360,Racing,Activision Value,Bizarre Creations,8.3,590000,25-05-2010 00:00,,North American sales,250000
Blur,X360,Racing,Activision Value,Bizarre Creations,8.3,590000,25-05-2010 00:00,,European & African sales,270000
Blur,X360,Racing,Activision Value,Bizarre Creations,8.3,590000,25-05-2010 00:00,,Rest of world sales,60000
Blur,PC,Racing,Activision Value,Bizarre Creations,8.1,60000,25-05-2010 00:00,,North American sales,10000
Blur,PC,Racing,Activision Value,Bizarre Creations,8.1,60000,25-05-2010 00:00,,European & African sales,40000
Blur,PC,Racing,Activision Value,Bizarre Creations,8.1,60000,25-05-2010 00:00,,Rest of world sales,10000
Body and Brain Connection,X360,Misc,Bandai Namco Entertainment Games,Namco Bandai Games,6,200000,08-02-2011 00:00,,North American sales,100000
Body and Brain Connection,X360,Misc,Bandai Namco Entertainment Games,Namco Bandai Games,6,200000,08-02-2011 00:00,,European & African sales,80000
Body and Brain Connection,X360,Misc,Bandai Namco Entertainment Games,Namco Bandai Games,6,200000,08-02-2011 00:00,,Rest of world sales,20000
Bodycount,X360,Shooter,Codemasters,Guildford Studio,4.8,110000,30-08-2011 00:00,,North American sales,70000
Bodycount,X360,Shooter,Codemasters,Guildford Studio,4.8,110000,30-08-2011 00:00,,European & African sales,30000
Bodycount,X360,Shooter,Codemasters,Guildford Studio,4.8,110000,30-08-2011 00:00,,Rest of world sales,10000
Bodycount,PS3,Shooter,Codemasters,Guildford Studio,4.9,110000,30-08-2011 00:00,,North American sales,50000
Bodycount,PS3,Shooter,Codemasters,Guildford Studio,4.9,110000,30-08-2011 00:00,,European & African sales,50000
Bodycount,PS3,Shooter,Codemasters,Guildford Studio,4.9,110000,30-08-2011 00:00,,Rest of world sales,20000
Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami Digital Entertainment,Kojima Productions,7.9,40000,19-10-2004 00:00,,North American sales,30000
Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami Digital Entertainment,Kojima Productions,7.9,40000,19-10-2004 00:00,,European & African sales,10000
Boktai: The Sun is in Your Hand,GBA,Role-Playing,Konami Digital Entertainment,Kojima Productions,7.8,150000,16-09-2003 00:00,,North American sales,100000
Boktai: The Sun is in Your Hand,GBA,Role-Playing,Konami Digital Entertainment,Kojima Productions,7.8,150000,16-09-2003 00:00,,European & African sales,40000
Bomberman,NES,Puzzle,Hudson Soft Entertainment,Hudson Soft,,1030000,01-01-1989 00:00,,North American sales,180000
Bomberman,NES,Puzzle,Hudson Soft Entertainment,Hudson Soft,,1030000,01-01-1989 00:00,,Japanese sales,850000
Bomberman,PSP,Puzzle,Konami Digital Entertainment,Hudson Soft,7.3,150000,12-09-2006 00:00,,North American sales,140000
Bomberman,PSP,Puzzle,Konami Digital Entertainment,Hudson Soft,7.3,150000,12-09-2006 00:00,,Rest of world sales,10000
Bomberman 64,N64,Puzzle,Hudson Soft Entertainment,Hudson Soft,6.1,1040000,02-12-1997 00:00,,North American sales,500000
Bomberman 64,N64,Puzzle,Hudson Soft Entertainment,Hudson Soft,6.1,1040000,02-12-1997 00:00,,Japanese sales,310000
Bomberman 64,N64,Puzzle,Hudson Soft Entertainment,Hudson Soft,6.1,1040000,02-12-1997 00:00,,European & African sales,200000
Bomberman 64,N64,Puzzle,Hudson Soft Entertainment,Hudson Soft,6.1,1040000,02-12-1997 00:00,,Rest of world sales,30000
Bomberman Fantasy Race,PS,Racing,Atlus,Graphic Research,6.3,20000,31-03-1999 00:00,,North American sales,10000
Bomberman Fantasy Race,PS,Racing,Atlus,Graphic Research,6.3,20000,31-03-1999 00:00,,European & African sales,10000
Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,250000,03-06-2002 00:00,,North American sales,150000
Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,250000,03-06-2002 00:00,,Japanese sales,60000
Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,250000,03-06-2002 00:00,,European & African sales,40000
Bomberman Generation,GC,Adventure,Majesco,Game Arts,8.4,250000,03-06-2002 00:00,,Rest of world sales,10000
Bomberman Jetters,GC,Puzzle,Majesco,Hudson Soft,7.2,80000,10-03-2004 00:00,,North American sales,60000
Bomberman Jetters,GC,Puzzle,Majesco,Hudson Soft,7.2,80000,10-03-2004 00:00,,European & African sales,20000
Bomberman Land,PSP,Misc,Hudson Soft Entertainment,Hudson Soft,6.5,60000,29-01-2008 00:00,,North American sales,60000
Bomberman Land,Wii,Misc,Hudson Soft Entertainment,Hudson Soft,6,170000,29-01-2008 00:00,,North American sales,110000
Bomberman Land,Wii,Misc,Hudson Soft Entertainment,Hudson Soft,6,170000,29-01-2008 00:00,,Japanese sales,30000
Bomberman Land,Wii,Misc,Hudson Soft Entertainment,Hudson Soft,6,170000,29-01-2008 00:00,,European & African sales,20000
Bomberman Land,Wii,Misc,Hudson Soft Entertainment,Hudson Soft,6,170000,29-01-2008 00:00,,Rest of world sales,10000
Bomberman Max 2: Blue Advance,GBA,Puzzle,Majesco,Hudson Soft,7.3,90000,30-05-2002 00:00,,North American sales,70000
Bomberman Max 2: Blue Advance,GBA,Puzzle,Majesco,Hudson Soft,7.3,90000,30-05-2002 00:00,,European & African sales,20000
Bomberman Max 2: Red Advance,GBA,Puzzle,Majesco,Hudson Soft,7.5,70000,30-05-2002 00:00,,North American sales,50000
Bomberman Max 2: Red Advance,GBA,Puzzle,Majesco,Hudson Soft,7.5,70000,30-05-2002 00:00,,European & African sales,20000
Bomberman Party Edition,PS,Puzzle,Vatical Entertainment,Metro,7.9,120000,19-09-2000 00:00,,North American sales,70000
Bomberman Party Edition,PS,Puzzle,Vatical Entertainment,Metro,7.9,120000,19-09-2000 00:00,,European & African sales,50000
Bomberman Party Edition,PS,Puzzle,Vatical Entertainment,Metro,7.9,120000,19-09-2000 00:00,,Rest of world sales,10000
